name,user,html_url,id,node_id,description,stars,forks,prs,language,api_url,created_at,updated_at,pushed_at,license
fullstack-tutorial,frank-lam,https://github.com/frank-lam/fullstack-tutorial,129332826,MDEwOlJlcG9zaXRvcnkxMjkzMzI4MjY=,🚀 fullstack tutorial 2022，后台技术栈/架构师之路/全栈开发社区，春招/秋招/校招/面试,11023,2430,28,Java,https://api.github.com/repos/frank-lam/fullstack-tutorial,2018-04-13T01:50:10Z,2023-03-11T11:36:19Z,2022-12-02T03:33:19Z,NO LICENSE
mit-deep-learning-book-pdf,janishar,https://github.com/janishar/mit-deep-learning-book-pdf,87536046,MDEwOlJlcG9zaXRvcnk4NzUzNjA0Ng==,"MIT Deep Learning Book in PDF format (complete and parts) by Ian Goodfellow, Yoshua Bengio and Aaron Courville",10977,2422,6,Java,https://api.github.com/repos/janishar/mit-deep-learning-book-pdf,2017-04-07T10:46:50Z,2023-03-10T18:28:25Z,2022-12-26T10:15:38Z,NO LICENSE
DSA-Bootcamp-Java,kunal-kushwaha,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java,391055597,MDEwOlJlcG9zaXRvcnkzOTEwNTU1OTc=,"This repository consists of the code samples, assignments, and notes for the Java Data Structures & Algorithms bootcamp of Community Classroom.",10967,7388,798,Java,https://api.github.com/repos/kunal-kushwaha/DSA-Bootcamp-Java,2021-07-30T12:23:25Z,2023-03-11T14:07:50Z,2023-03-11T08:41:36Z,NO LICENSE
jedis,redis,https://github.com/redis/jedis,715605,MDEwOlJlcG9zaXRvcnk3MTU2MDU=,Redis Java client designed for performance and ease of use.,10954,3730,1542,Java,https://api.github.com/repos/redis/jedis,2010-06-11T13:04:43Z,2023-03-11T14:41:22Z,2023-03-06T00:59:02Z,MIT License
onedev,theonedev,https://github.com/theonedev/onedev,156317154,MDEwOlJlcG9zaXRvcnkxNTYzMTcxNTQ=,Self-hosted Git Server with CI/CD and Kanban,10928,718,50,Java,https://api.github.com/repos/theonedev/onedev,2018-11-06T02:57:01Z,2023-03-11T02:36:37Z,2023-03-09T06:17:25Z,MIT License
Java,DuGuQiuBai,https://github.com/DuGuQiuBai/Java,46844958,MDEwOlJlcG9zaXRvcnk0Njg0NDk1OA==,27天成为Java大神,10842,4646,23,Java,https://api.github.com/repos/DuGuQiuBai/Java,2015-11-25T07:30:08Z,2023-03-11T08:20:52Z,2023-02-23T14:37:06Z,Artistic License 2.0
vlayout,alibaba,https://github.com/alibaba/vlayout,83285138,MDEwOlJlcG9zaXRvcnk4MzI4NTEzOA==,"Project vlayout is a powerfull LayoutManager extension for RecyclerView, it provides a group of layouts for RecyclerView. Make it able to handle a complicate situation when grid, list and other layouts in the same recyclerview. ",10832,1826,23,Java,https://api.github.com/repos/alibaba/vlayout,2017-02-27T08:11:47Z,2023-03-08T08:09:04Z,2021-07-14T04:40:34Z,MIT License
FlycoTabLayout,H07000223,https://github.com/H07000223/FlycoTabLayout,45808756,MDEwOlJlcG9zaXRvcnk0NTgwODc1Ng==,An Android TabLayout Lib,10813,2417,24,Java,https://api.github.com/repos/H07000223/FlycoTabLayout,2015-11-09T01:53:19Z,2023-03-11T12:23:24Z,2022-01-21T03:04:12Z,MIT License
webmagic,code4craft,https://github.com/code4craft/webmagic,9623064,MDEwOlJlcG9zaXRvcnk5NjIzMDY0,A scalable web crawler framework for Java.,10753,4114,198,Java,https://api.github.com/repos/code4craft/webmagic,2013-04-23T12:57:36Z,2023-03-11T00:53:43Z,2023-02-10T18:14:11Z,Apache License 2.0
FileDownloader,lingochamp,https://github.com/lingochamp/FileDownloader,48427914,MDEwOlJlcG9zaXRvcnk0ODQyNzkxNA==,Multitask、MultiThread(MultiConnection)、Breakpoint-resume、High-concurrency、Simple to use、Single/NotSingle-process,10745,2171,67,Java,https://api.github.com/repos/lingochamp/FileDownloader,2015-12-22T11:17:16Z,2023-03-11T07:10:26Z,2022-01-30T05:13:38Z,Apache License 2.0
ImmersionBar,gyf-dev,https://github.com/gyf-dev/ImmersionBar,88703315,MDEwOlJlcG9zaXRvcnk4ODcwMzMxNQ==,android 4.4以上沉浸式状态栏和沉浸式导航栏管理，适配横竖屏切换、刘海屏、软键盘弹出等问题，可以修改状态栏字体颜色和导航栏图标颜色，以及不可修改字体颜色手机的适配，适用于Activity、Fragment、DialogFragment、Dialog，PopupWindow，一句代码轻松实现，以及对bar的其他设置，详见README。简书请参考：http://www.jianshu.com/p/2a884e211a62,10709,1834,12,Java,https://api.github.com/repos/gyf-dev/ImmersionBar,2017-04-19T05:10:09Z,2023-03-11T09:44:52Z,2022-03-25T02:26:08Z,Apache License 2.0
interview,mission-peace,https://github.com/mission-peace/interview,22043847,MDEwOlJlcG9zaXRvcnkyMjA0Mzg0Nw==,Interview questions,10700,5157,231,Java,https://api.github.com/repos/mission-peace/interview,2014-07-20T21:27:31Z,2023-03-11T10:27:10Z,2023-01-21T04:31:41Z,Apache License 2.0
dex2jar,pxb1988,https://github.com/pxb1988/dex2jar,32313383,MDEwOlJlcG9zaXRvcnkzMjMxMzM4Mw==,Tools to work with android .dex and java .class files,10687,1951,25,Java,https://api.github.com/repos/pxb1988/dex2jar,2015-03-16T09:13:07Z,2023-03-11T02:44:14Z,2023-01-28T17:39:07Z,Apache License 2.0
android-async-http,android-async-http,https://github.com/android-async-http/android-async-http,1388245,MDEwOlJlcG9zaXRvcnkxMzg4MjQ1,This project under develop,10645,4198,286,Java,https://api.github.com/repos/android-async-http/android-async-http,2011-02-20T03:25:07Z,2023-03-10T07:35:47Z,2021-08-04T12:47:34Z,Apache License 2.0
zaproxy,zaproxy,https://github.com/zaproxy/zaproxy,36817565,MDEwOlJlcG9zaXRvcnkzNjgxNzU2NQ==,The OWASP ZAP core project,10578,2031,3132,Java,https://api.github.com/repos/zaproxy/zaproxy,2015-06-03T16:55:01Z,2023-03-11T11:03:01Z,2023-03-09T06:42:36Z,Apache License 2.0
CtCI-6th-Edition,careercup,https://github.com/careercup/CtCI-6th-Edition,38415498,MDEwOlJlcG9zaXRvcnkzODQxNTQ5OA==,Cracking the Coding Interview 6th Ed. Solutions,10552,4253,180,Java,https://api.github.com/repos/careercup/CtCI-6th-Edition,2015-07-02T06:28:46Z,2023-03-10T19:35:44Z,2023-02-03T01:33:40Z,NO LICENSE
okhttp-OkGo,jeasonlzy,https://github.com/jeasonlzy/okhttp-OkGo,49712843,MDEwOlJlcG9zaXRvcnk0OTcxMjg0Mw==,OkGo - 3.0 震撼来袭，该库是基于 Http 协议，封装了 OkHttp 的网络请求框架，比 Retrofit 更简单易用，支持 RxJava，RxJava2，支持自定义缓存，支持批量断点下载管理和批量上传管理功能,10507,2533,19,Java,https://api.github.com/repos/jeasonlzy/okhttp-OkGo,2016-01-15T10:35:24Z,2023-03-10T03:41:05Z,2022-09-06T01:29:03Z,Apache License 2.0
JiaoZiVideoPlayer,lipangit,https://github.com/lipangit/JiaoZiVideoPlayer,51199322,MDEwOlJlcG9zaXRvcnk1MTE5OTMyMg==,MediaPlayer exoplayer ijkplayer ffmpeg,10445,2411,72,Java,https://api.github.com/repos/lipangit/JiaoZiVideoPlayer,2016-02-06T11:04:24Z,2023-03-10T08:53:25Z,2020-09-14T19:02:20Z,MIT License
RxPermissions,tbruyelle,https://github.com/tbruyelle/RxPermissions,43370610,MDEwOlJlcG9zaXRvcnk0MzM3MDYxMA==,Android runtime permissions powered by RxJava2,10426,1319,77,Java,https://api.github.com/repos/tbruyelle/RxPermissions,2015-09-29T13:55:09Z,2023-03-10T09:43:40Z,2022-05-11T09:47:47Z,Apache License 2.0
grpc-java,grpc,https://github.com/grpc/grpc-java,27729926,MDEwOlJlcG9zaXRvcnkyNzcyOTkyNg==,The Java gRPC implementation. HTTP/2 based RPC,10406,3614,6860,Java,https://api.github.com/repos/grpc/grpc-java,2014-12-08T19:00:00Z,2023-03-11T12:19:04Z,2023-03-11T00:19:21Z,Apache License 2.0
SmarterStreaming,daniulive,https://github.com/daniulive/SmarterStreaming,54783462,MDEwOlJlcG9zaXRvcnk1NDc4MzQ2Mg==,业内为数不多致力于极致体验的超强全自研跨平台(windows/linux/android/iOS)流媒体内核，通过模块化自由组合，支持实时RTMP推流、RTSP推流、RTMP播放器、RTSP播放器、录像、多路流媒体转发、音视频导播、动态视频合成、音频混音、直播互动、内置轻量级RTSP服务等，比快更快，业界真正靠谱的超低延迟直播SDK(1秒内，低延迟模式下200~400ms)。,10399,2730,1,Java,https://api.github.com/repos/daniulive/SmarterStreaming,2016-03-26T14:46:02Z,2023-03-11T11:51:17Z,2023-02-08T01:51:01Z,NO LICENSE
algorithm-base,chefyuan,https://github.com/chefyuan/algorithm-base,348651746,MDEwOlJlcG9zaXRvcnkzNDg2NTE3NDY=,一位酷爱做饭的程序员，立志用动画将算法说的通俗易懂。我的面试网站 www.chengxuchu.com,10351,1554,29,Java,https://api.github.com/repos/chefyuan/algorithm-base,2021-03-17T09:32:28Z,2023-03-10T19:17:32Z,2022-05-19T13:52:58Z,MIT License
platform_frameworks_base,aosp-mirror,https://github.com/aosp-mirror/platform_frameworks_base,65885,MDEwOlJlcG9zaXRvcnk2NTg4NQ==,,10339,6218,126,Java,https://api.github.com/repos/aosp-mirror/platform_frameworks_base,2008-10-21T18:20:37Z,2023-03-11T09:14:36Z,2023-01-09T21:15:20Z,Other
ruoyi-vue-pro,YunaiV,https://github.com/YunaiV/ruoyi-vue-pro,332357698,MDEwOlJlcG9zaXRvcnkzMzIzNTc2OTg=,🔥 官方推荐 🔥 RuoYi-Vue 全新 Pro 版本，优化重构所有功能。基于 Spring Boot + MyBatis Plus + Vue & Element 实现的后台管理系统 + 微信小程序，支持 RBAC 动态权限、数据权限、SaaS 多租户、Flowable 工作流、三方登录、支付、短信、商城等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！,10264,2976,48,Java,https://api.github.com/repos/YunaiV/ruoyi-vue-pro,2021-01-24T03:18:25Z,2023-03-11T14:49:49Z,2023-03-11T02:19:18Z,MIT License
questdb,questdb,https://github.com/questdb/questdb,19257422,MDEwOlJlcG9zaXRvcnkxOTI1NzQyMg==,An open source time-series database for fast ingest and SQL queries,10226,636,1852,Java,https://api.github.com/repos/questdb/questdb,2014-04-28T23:29:15Z,2023-03-11T08:43:51Z,2023-03-10T21:37:50Z,Apache License 2.0
MVPArms,JessYanCoding,https://github.com/JessYanCoding/MVPArms,65073648,MDEwOlJlcG9zaXRvcnk2NTA3MzY0OA==,"⚔️ A common architecture for Android applications developing based on MVP, integrates many open source projects, to make your developing quicker and easier (一个整合了大量主流开源项目高度可配置化的 Android MVP 快速集成框架). ",10199,2425,71,Java,https://api.github.com/repos/JessYanCoding/MVPArms,2016-08-06T08:49:56Z,2023-03-10T11:48:31Z,2021-11-19T02:57:52Z,Apache License 2.0
ViewPagerIndicator,JakeWharton,https://github.com/JakeWharton/ViewPagerIndicator,2155793,MDEwOlJlcG9zaXRvcnkyMTU1Nzkz,Paging indicator widgets compatible with the ViewPager from the Android Support Library and ActionBarSherlock.,10190,4103,149,Java,https://api.github.com/repos/JakeWharton/ViewPagerIndicator,2011-08-04T17:13:44Z,2023-03-11T03:02:25Z,2017-11-26T17:13:46Z,NO LICENSE
javapoet,square,https://github.com/square/javapoet,7961991,MDEwOlJlcG9zaXRvcnk3OTYxOTkx,A Java API for generating .java source files.,10101,1311,546,Java,https://api.github.com/repos/square/javapoet,2013-02-01T16:56:30Z,2023-03-11T03:10:35Z,2023-03-09T21:21:30Z,Apache License 2.0
dolphinscheduler,apache,https://github.com/apache/dolphinscheduler,173335706,MDEwOlJlcG9zaXRvcnkxNzMzMzU3MDY=,"Apache DolphinScheduler is the modern data workflow orchestration platform with powerful user interface, dedicated to solving complex task dependencies in the data pipeline and providing various types of jobs available `out of the box`",10058,3705,6992,Java,https://api.github.com/repos/apache/dolphinscheduler,2019-03-01T16:39:25Z,2023-03-11T15:05:49Z,2023-03-11T12:05:30Z,Apache License 2.0
auto,google,https://github.com/google/auto,10230369,MDEwOlJlcG9zaXRvcnkxMDIzMDM2OQ==,A collection of source code generators for Java.,10043,1186,1000,Java,https://api.github.com/repos/google/auto,2013-05-22T21:41:56Z,2023-03-11T14:30:05Z,2023-03-10T19:19:07Z,Apache License 2.0
jsoup,jhy,https://github.com/jhy/jsoup,442430,MDEwOlJlcG9zaXRvcnk0NDI0MzA=,"jsoup: the Java HTML parser, built for HTML editing, cleaning, scraping, and XSS safety.",10022,2066,547,Java,https://api.github.com/repos/jhy/jsoup,2009-12-19T01:29:58Z,2023-03-11T10:31:32Z,2023-03-09T05:33:55Z,MIT License
cas,apereo,https://github.com/apereo/cas,2352744,MDEwOlJlcG9zaXRvcnkyMzUyNzQ0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,10009,3833,4279,Java,https://api.github.com/repos/apereo/cas,2011-09-09T01:36:42Z,2023-03-11T11:37:56Z,2023-03-10T15:28:46Z,Apache License 2.0
